,IBGE_DU,IBGE_DU_URBAN,IBGE_POP,IBGE_15-59,IDHM,LONG,LAT,GDP,GDP_CAPITA,CITY_STATE
2182,11056.0,10671.0,28260.0,20038.0,0.777,-46.94644022,-23.0867785,11263136.22,250827.01,Louveira - SP
2183,6013.0,5590.0,17171.0,10974.0,0.752,-51.01834914,-21.72341565,395512.71,18542.56,Lucélia - SP
2184,711.0,570.0,1779.0,1091.0,0.733,-49.52317912,-22.43164,53276.62,22460.63,Lucianópolis - SP
2185,520.0,472.0,1581.0,1003.0,0.68,-50.66320158,-11.2280971,28556.91,13808.95,Luciara - MT
2186,1062.0,671.0,2280.0,1404.0,0.65,-37.81563285,-6.116923635,35187.29,8867.77,Lucrécia - RN
2187,3210.0,3105.0,10864.0,7251.0,0.731,-47.70027994,-21.55170653,1020109.77,74444.27,Luís Antônio - SP
2188,7063.0,3054.0,12954.0,8434.0,0.541,-41.66456723,-2.881566536,258223.52,8699.37,Luís Correia - PI
2189,1596.0,1358.0,5492.0,3238.0,0.588,-45.89533199,-1.325460244,37364.8,5471.49,Luís Domingues - MA
2190,17818.0,16421.0,54662.0,37272.0,0.716,-45.80046441,-12.07837226,3999684.42,48937.78,Luís Eduardo Magalhães - BA
2191,2604.0,1861.0,6680.0,4052.0,0.608,-38.38642038,-6.414028142,63129.39,6206.8,Luís Gomes - RN
2192,1898.0,610.0,1836.0,1145.0,0.608,-42.1064719,-20.43837611,72954.59,11384.92,Luisburgo - MG
2193,1700.0,835.0,2989.0,1783.0,0.614,-44.58604843,-16.11531149,50069.14,7436.38,Luislândia - MG
2194,3098.0,969.0,2306.0,1581.0,0.737,-48.92604677,-26.72111079,538.21,44253.38,Luiz Alves - SC
2195,2286.0,1499.0,4611.0,2884.0,0.67,-52.28190562,-24.28008141,241464.15,32354.84,Luiziana - PR
2196,1559.0,1424.0,4589.0,3047.0,0.7,-50.32763949,-21.67360296,69319.47,12438.45,Luiziânia - SP
2197,1773.0,1381.0,4137.0,2675.0,0.68,-44.90610648,-21.5123199,74.69,13407.53,Luminárias - MG
2198,1739.0,1213.0,3593.0,2209.0,0.69,-51.74454839,-24.07804636,74070.63,14537.91,Lunardelli - PR
2199,1329.0,1193.0,3864.0,2418.0,0.72,-49.8203247,-22.41381539,52070.54,11416.47,Lupércio - SP
2200,1535.0,1376.0,4058.0,2563.0,0.71,-51.65687284,-22.75199452,92378.31,18910.61,Lupionópolis - PR
2201,921.0,741.0,2157.0,1368.0,0.72,-50.38932712,-22.34344429,87.69,32273.06,Lutécia - SP
2202,5832.0,5206.0,15593.0,10302.0,0.72,-45.68388127,-19.79624662,429862.26,23429.57,Luz - MG
2203,1918.0,1483.0,3170.0,2131.0,0.789,-51.46794604,-27.12989607,155681.83,27298.23,Luzerna - SC
2204,49854.0,46235.0,162733.0,104610.0,0.701,-47.95572006,-16.258541,3439432.77,17471.11,Luziânia - GO
2205,6519.0,3505.0,13240.0,8167.0,0.545,-42.37163752,-3.460817635,186213.34,7428.62,Luzilândia - PI
2206,729.0,468.0,1986.0,1150.0,0.639,-47.85682804,-6.19398966,35269.62,11787.98,Luzinópolis - TO
2207,66987.0,65665.0,198404.0,137515.0,0.764,-41.77506429,-22.36870497,17580176.08,73412.55,Macaé - RJ
2208,19487.0,12108.0,48327.0,31258.0,0.64,-35.35523713,-5.85723662,1338542.63,16898.44,Macaíba - RN
2209,3331.0,2161.0,6858.0,3929.0,0.524,-40.36517964,-12.14139268,71175.27,5992.19,Macajuba - BA
2210,1494.0,427.0,1307.0,853.0,0.684,-56.06361348,-29.1461442,237500.79,49335.44,Maçambará - RS
2211,1944.0,999.0,3061.0,1865.0,0.583,-37.54344539,-10.66414997,63376.85,9221.13,Macambira - SE
2212,94695.0,91170.0,325542.0,211644.0,0.733,-51.05740546,0.03895101,9279789.59,19935.32,Macapá - AP
2213,6667.0,4322.0,14796.0,9223.0,0.609,-35.44987498,-7.555680699,246789.47,9826.77,Macaparana - PE
2214,4983.0,3888.0,13622.0,8402.0,0.605,-40.42204411,-15.56731615,152379.6,8039.44,Macarani - BA
2215,4651.0,4505.0,15682.0,10314.0,0.77,-48.71140539,-22.50554963,624879.96,36621.93,Macatuba - SP
2216,8552.0,6603.0,19284.0,12613.0,0.665,-36.63497318,-5.11336765,544087.08,17222.31,Macau - RN
2217,2688.0,2395.0,6735.0,4425.0,0.743,-49.96349782,-20.80131354,143204.19,17767.27,Macaubal - SP
2218,12112.0,4361.0,15391.0,9856.0,0.609,-42.69466575,-13.02367167,322370.01,6366.29,Macaúbas - BA
2219,274525.0,274316.0,867156.0,579249.0,0.721,-35.70162991,-9.660822152,21306115.95,20853.41,Maceió - AL
2220,2180.0,1811.0,5735.0,3404.0,0.64,-40.72042213,-17.07737035,73.32,10143.6,Machacalis - MG
2221,1910.0,1214.0,3382.0,2020.0,0.69,-51.66750736,-27.56813997,156765.06,27770.6,Machadinho - RS
2222,9190.0,4927.0,14825.0,9387.0,0.596,-61.99959257,-9.42556248,512.54,13523.83,Machadinho D'Oeste - RO
2223,11478.0,9577.0,31371.0,20583.0,0.715,-45.92176408,-21.6783539,939964.22,22567.63,Machado - MG
2224,3593.0,2390.0,8058.0,4834.0,0.578,-35.51414056,-7.688572486,182578.49,11725.55,Machados - PE
2225,560.0,160.0,501.0,311.0,0.662,-51.37612198,-26.85521239,55777.75,30867.6,Macieira - SC
2226,1654.0,1462.0,4589.0,2867.0,0.703,-42.25707388,-21.99022951,153996.29,28428.33,Macuco - RJ
2227,2104.0,766.0,2849.0,1663.0,0.604,-39.05951503,-9.174705911,40558.22,4893.61,Macururé - BA
2228,4813.0,2560.0,8641.0,5136.0,0.61,-39.57578868,-4.852434177,127554.72,6502.59,Madalena - CE
2229,1828.0,781.0,3360.0,2008.0,0.563,-42.50514125,-3.484212005,46522.93,5713.24,Madeiro - PI
2230,1984.0,843.0,2808.0,1730.0,0.54,-41.4836567,-14.66126636,46057.58,9603.33,Maetinga - BA
2231,16583.0,12986.0,42328.0,27996.0,0.777,-49.80103753,-26.11522849,1452633.58,26121.34,Mafra - SC
2232,1987.0,954.0,3795.0,2181.0,0.597,-47.5991819,-0.795850156,65092.11,7844.31,Magalhães Barata - PA
2233,1139.0,964.0,2655.0,1710.0,0.753,-50.22753705,-20.64348131,67989.13,21246.6,Magda - SP
2234,70463.0,66799.0,209796.0,135111.0,0.71,-43.04024613,-22.65434876,3688341.34,15607.47,Magé - RJ
2235,2708.0,2079.0,6905.0,4247.0,0.58,-40.26051512,-15.6197717,93410.95,9173.22,Maiquinique - BA
2236,5825.0,3507.0,11095.0,6512.0,0.57,-40.14978252,-11.71111062,128983.41,6535.44,Mairi - BA
2237,12957.0,10397.0,34610.0,23053.0,0.743,-47.18448263,-23.547458,1802771.36,38941.79,Mairinque - SP
2238,23163.0,20621.0,68916.0,46316.0,0.79,-46.59019587,-23.32245938,1639190.91,17441.73,Mairiporã - SP
2239,858.0,578.0,1488.0,1014.0,0.745,-49.50088029,-17.29739547,56143.77,23085.43,Mairipotaba - GO
2240,1078.0,425.0,1249.0,794.0,0.698,-48.95335396,-27.41866041,46.24,13537.01,Major Gercino - SC
2241,5151.0,2610.0,9512.0,5637.0,0.57,-36.98479961,-9.526644068,163.98,8147.72,Major Isidoro - AL
2242,1004.0,826.0,2899.0,1727.0,0.617,-38.32345502,-6.403756566,31377.5,7933.63,Major Sales - RN
2243,2314.0,917.0,2953.0,1907.0,0.69,-50.33298684,-26.35752654,187558.86,23571.55,Major Vieira - SC
2244,5407.0,3531.0,11701.0,7082.0,0.618,-42.0760767,-17.84162254,191340.95,9979.71,Malacacheta - MG
2245,3899.0,1616.0,6557.0,3904.0,0.562,-43.77162032,-14.34038328,125248.63,7160.75,Malhada - BA
2246,3561.0,1703.0,5623.0,3552.0,0.59,-37.31145994,-10.66004424,125819.17,9950.11,Malhador - SE
2247,3999.0,2382.0,7514.0,4937.0,0.708,-50.82756862,-25.87378808,603755.21,44357.89,Mallet - PR
2248,1648.0,1469.0,4871.0,2838.0,0.642,-37.51777571,-6.907185123,47503.53,8381.0,Malta - PB
2249,11581.0,9511.0,34515.0,21435.0,0.585,-35.1238932,-6.833715147,612187.82,13697.32,Mamanguape - PB
2250,1923.0,1323.0,4783.0,2928.0,0.626,-46.11394741,-14.48753426,76.4,9424.74,Mambaí - GO
2251,4628.0,3038.0,8948.0,5806.0,0.72,-52.52909416,-24.32181308,528491.36,38103.2,Mamborê - PR
2252,1982.0,922.0,2808.0,1753.0,0.618,-42.95596435,-15.05164692,46585.73,7049.9,Mamonas - MG
2253,1013.0,207.0,317.0,194.0,0.649,-49.93651355,-29.21064942,52.81,17139.04,Mampituba - RS
2254,18227.0,13091.0,59222.0,34288.0,0.614,-60.62058945,-3.298278035,1241891.23,13027.29,Manacapuru - AM
2255,2931.0,1747.0,6026.0,3567.0,0.54,-38.15307167,-7.704614142,71352.18,6431.6,Manaíra - PB
2256,4841.0,1590.0,6961.0,4044.0,0.596,-60.45888131,-3.429079669,249.82,8518.37,Manaquiri - AM
2257,4147.0,1016.0,3818.0,2045.0,0.487,-37.62682295,-8.960108145,112099.25,5420.4,Manari - PE
2258,461426.0,458959.0,1760829.0,1159569.0,0.737,-60.02333518,-3.134691491,70296364.35,33564.11,Manaus - AM
2259,3386.0,2177.0,8722.0,5050.0,0.625,-72.91650103,-7.593222594,189423.88,10796.46,Mâncio Lima - AC
2260,6118.0,5428.0,17214.0,11405.0,0.718,-52.09425306,-23.34278914,505969.81,23082.56,Mandaguaçu - PR
2261,10713.0,10170.0,30811.0,20257.0,0.75,-51.68125209,-23.517452,1334189.58,38756.41,Mandaguari - PR
2262,6727.0,2194.0,7408.0,4755.0,0.655,-49.3227826,-25.75962061,549473.95,21729.5,Mandirituba - PR
2263,2903.0,2523.0,7734.0,4985.0,0.74,-49.31811312,-23.00334609,178524.95,18494.25,Manduri - SP
2264,968.0,220.0,647.0,395.0,0.645,-53.31258296,-26.14377687,54.7,18818.19,Manfrinópolis - PR
2265,5123.0,3586.0,13766.0,7990.0,0.642,-43.93676152,-14.75592211,206009.74,10567.85,Manga - MG
2266,11798.0,10448.0,29058.0,19051.0,0.753,-44.04112655,-22.96171194,3855390.39,92773.55,Mangaratiba - RJ
2267,4843.0,2596.0,8346.0,5363.0,0.688,-52.17632583,-25.94298134,1697386.37,98109.15,Mangueirinha - PR
2268,24222.0,20034.0,63209.0,40990.0,0.69,-42.03384829,-20.25868008,2082033.67,23730.94,Manhuaçu - MG
2269,6780.0,5525.0,16895.0,10613.0,0.7,-41.96267981,-20.36399911,425020.3,18737.39,Manhumirim - MG
2270,9118.0,4337.0,20245.0,11553.0,0.58,-61.29924841,-5.813205261,477439.43,8859.52,Manicoré - AM
2271,1393.0,895.0,3100.0,1903.0,0.573,-43.87547467,-8.011358674,38230.09,7261.18,Manoel Emídio - PI
2272,3632.0,2173.0,6730.0,4277.0,0.716,-51.6690786,-24.52173088,355654.7,25990.55,Manoel Ribas - PR
2273,2506.0,1909.0,5352.0,3318.0,0.655,-55.49166254,-29.58053718,222529.56,30185.78,Manoel Viana - RS
2274,3955.0,2077.0,7355.0,4310.0,0.57,-40.24201625,-14.14593221,109223.14,7603.95,Manoel Vitorino - BA
2275,2824.0,1138.0,4736.0,2846.0,0.599,-44.03648541,-10.71582896,88888.92,6411.49,Mansidão - BA
2276,8957.0,7111.0,21053.0,13366.0,0.675,-40.97852574,-18.78069987,360100.49,12816.33,Mantena - MG
2277,4424.0,2897.0,8589.0,5318.0,0.657,-41.11773748,-18.86117897,145179.23,9506.24,Mantenópolis - ES
2278,2322.0,715.0,2052.0,1241.0,0.682,-50.20339481,-29.67913701,119115.88,16948.76,Maquiné - RS
2279,1045.0,471.0,1632.0,980.0,0.58,-36.38504002,-9.447772643,31.08,8632.67,Mar Vermelho - AL
2280,3472.0,2589.0,7932.0,5095.0,0.691,-49.17982314,-14.0085689,178312.39,17278.33,Mara Rosa - GO
2281,2709.0,1397.0,8744.0,5018.0,0.498,-65.5742837,-1.866436877,144220.39,7805.4,Maraã - AM
2282,60690.0,48794.0,185740.0,119176.0,0.67,-49.14202533,-5.352605763,7479674.67,28020.9,Marabá - PA
2283,1264.0,748.0,2136.0,1371.0,0.677,-51.96846748,-22.1103315,146.39,26501.1,Marabá Paulista - SP
2284,4624.0,3807.0,15780.0,8879.0,0.58,-45.95863904,-2.05616455,156890.01,7448.61,Maracaçumé - MA
2285,4372.0,3949.0,12034.0,8047.0,0.77,-50.66896825,-22.61041534,515.05,36926.11,Maracaí - SP
2286,1991.0,1320.0,2926.0,1941.0,0.768,-49.45437632,-28.85031461,169753.6,24075.11,Maracajá - SC
2287,10456.0,9185.0,31560.0,21178.0,0.736,-55.15713957,-21.62361038,2312860.93,52514.89,Maracaju - MS
2288,6800.0,2803.0,11611.0,6687.0,0.57,-47.45526796,-0.76241946,209733.66,7315.95,Maracanã - PA
2289,57477.0,57331.0,207880.0,138696.0,0.69,-38.62441865,-3.876964451,8084735.88,36223.88,Maracanaú - CE
2290,7517.0,5425.0,17664.0,10768.0,0.607,-40.43128755,-13.43767449,308899.63,13216.09,Maracás - BA
2291,7394.0,4888.0,18591.0,11565.0,0.574,-35.22301541,-9.015456486,493651.2,15157.55,Maragogi - AL
2292,12103.0,7377.0,24930.0,16088.0,0.621,-38.91888144,-12.77511992,402.37,8727.02,Maragogipe - BA
2293,3081.0,2181.0,8229.0,4829.0,0.534,-35.81411757,-8.783077601,78.64,6796.87,Maraial - PE
2294,29005.0,22434.0,84332.0,55026.0,0.659,-38.68585125,-3.89186946,1253963.96,10027.06,Maranguape - CE
2295,2914.0,2002.0,9011.0,5898.0,0.55,-45.85561145,-2.235616992,92610.24,5765.8,Maranhãozinho - MA
2296,6715.0,3000.0,12846.0,7591.0,0.609,-47.70254875,-0.712150996,218382.41,7949.56,Marapanim - PA
2297,893.0,758.0,2186.0,1456.0,0.752,-49.14000081,-21.25876193,427212.72,146456.19,Marapoama - SP
2298,842.0,269.0,751.0,508.0,0.7,-51.55556688,-29.55532297,96835.66,36295.22,Maratá - RS
2299,10627.0,8684.0,26061.0,16749.0,0.696,-40.83018729,-21.04299628,1117298.09,29171.51,Marataízes - ES
2300,12185.0,10640.0,31468.0,21937.0,0.774,-52.19677693,-28.44845393,1770360.63,43573.82,Marau - RS
2301,5239.0,1007.0,3472.0,2120.0,0.593,-39.02495176,-14.10553067,231971.62,10918.37,Maraú - BA
2302,7295.0,6018.0,18045.0,12177.0,0.78,-53.17481882,-26.76162395,959639.93,38832.95,Maravilha - SC
2303,2687.0,1444.0,5117.0,2989.0,0.569,-37.35663542,-9.233997063,67476.17,7037.56,Maravilha - AL
2304,2056.0,1413.0,4882.0,3306.0,0.672,-44.67607613,-19.51467972,112652.63,14420.46,Maravilhas - MG
2305,3174.0,1846.0,2838.0,1701.0,0.529,-35.01392439,-6.770054174,75643.7,8925.51,Marcação - PB
2306,3698.0,2326.0,6837.0,4482.0,0.701,-54.51930623,-11.08059141,267814.08,25172.86,Marcelândia - MT
2307,1767.0,975.0,2246.0,1382.0,0.72,-51.91331894,-27.46139121,110451.54,22170.12,Marcelino Ramos - RS
2308,2400.0,1437.0,4893.0,2974.0,0.609,-38.16661262,-6.293549788,59226.43,6971.92,Marcelino Vieira - RN
2309,2912.0,1546.0,5297.0,3084.0,0.561,-40.53452999,-13.00351037,76873.09,7026.15,Marcionílio Souza - BA
2310,5988.0,3803.0,15292.0,9201.0,0.612,-40.15164364,-3.120707025,272831.28,10203.88,Marco - CE
2311,2212.0,1934.0,6682.0,4029.0,0.562,-40.66285429,-7.443556661,62.45,7524.51,Marcolândia - PI
2312,1265.0,1070.0,3361.0,2024.0,0.59,-43.88831401,-7.119295377,33611.25,7504.19,Marcos Parente - PI
2313,15763.0,13305.0,38963.0,26320.0,0.774,-54.06000782,-24.5592545,2078692.88,40515.59,Marechal Cândido Rondon - PR
2314,12273.0,11633.0,42981.0,27029.0,0.642,-35.8930687,-9.739155702,1637.08,31655.89,Marechal Deodoro - AL
2315,4547.0,2443.0,7376.0,4936.0,0.71,-40.68038343,-20.42670859,377167.57,23083.88,Marechal Floriano - ES
2316,2515.0,859.0,3953.0,2226.0,0.501,-72.79026591,-8.953591123,175479.98,10084.48,Marechal Thaumaturgo - AC
2317,616.0,248.0,760.0,484.0,0.743,-52.62713541,-26.80042191,60210.89,30845.74,Marema - SC
2318,6338.0,5292.0,17449.0,10373.0,0.55,-35.31854242,-7.056384,193.95,8894.22,Mari - PB
2319,1982.0,1337.0,3985.0,2577.0,0.703,-53.20481927,-23.61760966,102203.27,17156.83,Maria Helena - PR
2320,10095.0,8261.0,25703.0,17019.0,0.735,-51.79805691,-23.48475854,1374653.88,39643.95,Marialva - PR
2321,15894.0,14120.0,47999.0,32736.0,0.742,-43.41614041,-20.37449323,2128029.28,35859.82,Mariana - MG
2322,1401.0,245.0,638.0,404.0,0.701,-51.58734299,-30.3536222,82658.28,21054.07,Mariana Pimentel - RS
2323,1299.0,1051.0,3133.0,2043.0,0.718,-51.18289756,-21.79449337,56211.2,13780.63,Mariápolis - SP
2324,3828.0,2827.0,9949.0,6023.0,0.597,-36.3066029,-9.577249956,129756.81,9550.07,Maribondo - AL
2325,1312.0,1081.0,3417.0,2003.0,0.615,-42.08168895,-18.50497241,39575.96,9281.42,Marilac - MG
2326,3562.0,1851.0,5647.0,3844.0,0.696,-40.550951,-19.41281276,221817.24,17775.24,Marilândia - ES
2327,68736.0,65783.0,205991.0,136962.0,0.8,-49.95164564,-22.214933,7353418.83,31473.42,Marília - SP
2328,3192.0,2670.0,8443.0,5192.0,0.639,-53.15152582,-24.00373263,211969.89,20095.74,Mariluz - PR
2329,116845.0,114834.0,346587.0,239914.0,0.81,-51.93988187,-23.42228,16121079.49,39996.43,Maringá - PR
2330,692.0,556.0,1671.0,1102.0,0.731,-50.82567729,-20.43939891,30877.23,14394.98,Marinópolis - SP
2331,3876.0,3632.0,11929.0,7822.0,0.7,-44.1858253,-20.05363641,154616.57,10439.31,Mário Campos - MG
2332,2062.0,1476.0,4469.0,2895.0,0.698,-52.557748,-26.35584274,236.79,35812.0,Mariópolis - PR
2333,1898.0,1129.0,3247.0,2093.0,0.758,-53.83347778,-24.41720884,362993.21,62758.16,Maripá - PR
2334,27419.0,27102.0,102735.0,67792.0,0.68,-48.34053588,-1.346417266,1728664.33,13781.36,Marituba - PA
2335,1754.0,1551.0,5357.0,3273.0,0.608,-38.35539613,-6.844674277,52592.32,8006.14,Marizópolis - PB
2336,1250.0,876.0,2823.0,1735.0,0.657,-42.73737904,-19.70645611,38.9,9423.3,Marliéria - MG
2337,4393.0,2853.0,8807.0,5583.0,0.722,-53.02618398,-26.14869719,401491.4,27679.52,Marmeleiro - PR
2338,908.0,484.0,1549.0,1000.0,0.65,-45.1600478,-22.4465171,28.85,9888.58,Marmelópolis - MG
2339,1435.0,168.0,523.0,337.0,0.614,-52.25698295,-25.11221236,79688.2,16512.27,Marquinho - PR
2340,4084.0,3546.0,10932.0,7059.0,0.669,-45.2386504,-19.32974235,299217.99,22369.77,Martinho Campos - MG
2341,2716.0,2198.0,7985.0,4636.0,0.599,-40.69935518,-3.225012227,70181.6,6385.95,Martinópole - CE
2342,7526.0,6699.0,19983.0,12810.0,0.721,-51.17076806,-22.14783248,560867.04,21600.06,Martinópolis - SP
2343,2409.0,1491.0,5022.0,3059.0,0.622,-37.9113274,-6.096347493,74.15,8474.69,Martins - RN
2344,2208.0,961.0,2917.0,1816.0,0.635,-41.87579091,-20.2582292,133829.92,16577.47,Martins Soares - MG
2345,4447.0,3294.0,11129.0,7173.0,0.618,-37.08331434,-10.7369324,290076.36,16840.43,Maruim - SE
2346,1509.0,1083.0,3137.0,2028.0,0.721,-51.64108037,-23.70636904,67871.67,14258.75,Marumbi - PR
2347,710.0,622.0,1799.0,1115.0,0.7,-48.63717358,-17.98161026,37788.76,17083.52,Marzagão - GO
2348,4139.0,3241.0,11632.0,6596.0,0.581,-39.30240045,-15.56598803,135288.01,9141.08,Mascote - BA
2349,9266.0,6500.0,23956.0,14581.0,0.616,-40.34213486,-3.523870584,227927.87,6015.2,Massapê - CE
2350,4495.0,2370.0,3539.0,2459.0,0.774,-48.98874466,-26.59545801,510.13,31412.08,Massaranduba - SC
2351,3778.0,1430.0,6693.0,3995.0,0.57,-35.73751521,-7.180199471,96515.05,7016.72,Massaranduba - PB
2352,1845.0,969.0,2599.0,1616.0,0.66,-54.45243548,-29.56939178,107435.62,20897.81,Mata - RS
2353,6269.0,1648.0,5646.0,3301.0,0.504,-37.72522406,-9.114806258,168.87,6599.27,Mata Grande - AL
2354,2227.0,1808.0,6387.0,3857.0,0.581,-40.73853341,-15.6876678,58.46,6891.25,Mata Verde - MG
2355,23731.0,23318.0,75258.0,51713.0,0.773,-48.3677477,-21.60299451,3720.65,45441.41,Matão - SP
2356,1965.0,1744.0,6514.0,3887.0,0.536,-35.04855767,-6.600518654,237384.19,28446.28,Mataraca - PB
2357,556.0,354.0,1394.0,805.0,0.607,-46.41246574,-10.54442885,59.13,23007.87,Mateiros - TO
2358,5071.0,3686.0,11400.0,7445.0,0.725,-53.97438734,-25.23792101,752985.73,43049.9,Matelândia - PR
2359,1286.0,593.0,2005.0,1195.0,0.597,-43.05737591,-18.47277367,44135.57,9530.46,Materlândia - MG
2360,8569.0,7528.0,24603.0,15846.0,0.7,-44.42899124,-19.99086814,569161.41,18708.26,Mateus Leme - MG
2361,990.0,897.0,3060.0,1851.0,0.612,-41.92336046,-18.57958891,32149.08,9576.73,Mathias Lobato - MG
2362,4237.0,4106.0,12434.0,8163.0,0.72,-43.31916199,-21.86947927,575200.39,40030.65,Matias Barbosa - MG
2363,2504.0,1275.0,5131.0,3065.0,0.616,-43.91782644,-14.85028388,143794.61,13186.12,Matias Cardoso - MG
2364,2690.0,1287.0,4796.0,2845.0,0.562,-42.5586289,-3.711027283,74724.99,6957.63,Matias Olímpio - PI
2365,2743.0,917.0,3463.0,2189.0,0.57,-42.84293244,-13.91263601,67182.77,5416.22,Matina - BA
2366,5589.0,2284.0,9553.0,5864.0,0.619,-45.03642894,-3.09840003,139424.7,6071.98,Matinha - MA
2367,1136.0,186.0,682.0,387.0,0.541,-35.77093742,-7.121168344,43586.17,9649.36,Matinhas - PB
2368,9741.0,9691.0,29083.0,18390.0,0.743,-48.53377119,-25.8164097,944640.13,28604.66,Matinhos - PR
2369,5026.0,3977.0,13766.0,8431.0,0.631,-42.34148641,-20.28714825,401.65,21346.34,Matipó - MG
2370,838.0,182.0,486.0,311.0,0.727,-52.19726088,-28.27576174,104695.32,40721.63,Mato Castelhano - RS
2371,720.0,328.0,1198.0,711.0,0.565,-37.7115727,-6.542633491,22246.61,7692.46,Mato Grosso - PB
2372,1328.0,548.0,1614.0,1096.0,0.746,-52.13302933,-29.52483034,140.95,33241.8,Mato Leitão - RS
2373,1180.0,288.0,941.0,586.0,0.632,-52.14625858,-24.70731719,75945.59,20967.86,Mato Rico - PR
2374,3993.0,3025.0,9160.0,5951.0,0.662,-42.86651472,-15.39732155,115.73,8991.72,Mato Verde - MG
2375,7598.0,3321.0,13624.0,7603.0,0.55,-43.20120828,-5.522465019,168124.72,5065.83,Matões - MA
2376,835.0,440.0,1462.0,892.0,0.657,-51.15745144,-26.47411544,45482.75,17150.36,Matos Costa - SC
2377,9874.0,8984.0,32354.0,21761.0,0.731,-44.08397457,-19.56191028,936782.21,25291.1,Matozinhos - MG
2378,1513.0,1062.0,2994.0,1970.0,0.679,-50.74647434,-15.43718832,97712.3,21738.0,Matrinchã - GO
2379,4273.0,3338.0,8291.0,5590.0,0.716,-54.93180572,-10.17210747,610743.88,39015.2,Matupá - MT
2380,1679.0,1149.0,3853.0,2251.0,0.57,-37.35043389,-7.265930002,47218.08,7246.48,Maturéia - PB
2381,1394.0,1022.0,2683.0,1630.0,0.71,-45.98351703,-19.22661206,65169.34,16931.5,Matutina - MG
2382,125423.0,125423.0,376982.0,259445.0,0.77,-46.45826201,-23.6693345,13963846.49,30509.0,Mauá - SP
2383,9178.0,5146.0,25683.0,14549.0,0.588,-57.71503439,-3.386427926,396078.42,6481.4,Maués - AM
2384,3563.0,3421.0,10991.0,7120.0,0.677,-50.3389114,-17.97208299,187650.62,14248.34,Maurilândia - GO
2385,11653.0,6363.0,23164.0,14035.0,0.605,-38.77279544,-7.387398,337746.35,7289.23,Mauriti - CE
2386,2629.0,1039.0,3792.0,2324.0,0.608,-35.26207487,-5.505456266,103368.29,8592.54,Maxaranguape - RN
2387,3554.0,1772.0,8252.0,4620.0,0.59,-51.28607686,-0.124396329,231801.17,11601.08,Mazagão - AP
2388,1127.0,638.0,1934.0,1242.0,0.711,-46.22668882,-19.99330788,144852.31,38761.66,Medeiros - MG
2389,6860.0,5377.0,17042.0,10407.0,0.625,-40.22017421,-17.37040948,302756.16,12864.08,Medeiros Neto - BA
2390,13407.0,12097.0,37224.0,25290.0,0.763,-54.09178213,-25.2924975,1675040.85,37026.48,Medianeira - PR
2391,7414.0,2707.0,9502.0,5838.0,0.58,-52.88834535,-3.445417412,565799.88,18664.02,Medicilândia - PA
2392,6116.0,4439.0,15048.0,8957.0,0.624,-41.47630907,-16.22479562,209628.06,9780.62,Medina - MG
2393,2209.0,1176.0,3599.0,2404.0,0.738,-49.62984936,-28.83244582,226144.96,32050.02,Meleiro - SC
2394,4059.0,1057.0,5472.0,2891.0,0.418,-50.7174647,-1.803446699,174782.97,6557.97,Melgaço - PA
2395,6172.0,6099.0,17682.0,11659.0,0.736,-43.72148689,-22.5174226,292.64,16158.35,Mendes - RJ
2396,2076.0,1163.0,3447.0,2113.0,0.626,-41.40561517,-18.66177774,57182.69,8720.86,Mendes Pimentel - MG
2397,1555.0,1283.0,3793.0,2511.0,0.74,-49.582019,-21.18015617,216568.47,41393.06,Mendonça - SP
2398,1622.0,811.0,2390.0,1518.0,0.74,-54.16443572,-24.44888976,199789.42,36746.26,Mercedes - PR
2399,3306.0,2395.0,7226.0,4535.0,0.664,-43.34107016,-21.19206492,113446.47,10463.61,Mercês - MG
2400,1262.0,889.0,2538.0,1657.0,0.731,-50.18183184,-20.3541099,720319.27,184602.58,Meridiano - SP
2401,3476.0,1951.0,7409.0,4493.0,0.618,-40.45088096,-3.539006662,88135.05,5949.44,Meruoca - CE
2402,648.0,506.0,1468.0,921.0,0.72,-50.62208027,-19.9670371,50.3,26088.05,Mesópolis - SP
2403,1811.0,1126.0,3805.0,2418.0,0.66,-42.60566106,-19.22434581,44220.37,7430.75,Mesquita - MG
2404,3939.0,3550.0,14010.0,8352.0,0.568,-35.8403783,-9.391812225,174076.32,9785.62,Messias - AL
2405,1181.0,1032.0,3633.0,2252.0,0.644,-37.51205893,-6.076497505,62880.57,13762.44,Messias Targino - RN
2406,7709.0,2712.0,10691.0,6260.0,0.539,-42.89316665,-4.168215582,202277.54,6102.62,Miguel Alves - PI
2407,8128.0,4916.0,16041.0,9753.0,0.586,-40.59606961,-11.42834421,220895.81,8003.47,Miguel Calmon - BA
2408,336.0,227.0,841.0,494.0,0.623,-42.73582953,-5.68224178,11674.83,9484.02,Miguel Leão - PI
2409,8333.0,7354.0,21474.0,13535.0,0.745,-43.47467612,-22.45542661,682782.05,27470.61,Miguel Pereira - RJ
2410,6473.0,6108.0,19242.0,12639.0,0.741,-48.02933418,-20.17712923,1076838.4,49278.71,Miguelópolis - SP
2411,7852.0,3883.0,13505.0,8349.0,0.628,-38.94315677,-7.310427797,199178.16,7040.09,Milagres - CE
2412,3131.0,2456.0,7758.0,4773.0,0.622,-39.8591271,-12.87057492,91048.52,7834.83,Milagres - BA
