,IBGE_DU,IBGE_DU_URBAN,IBGE_POP,IBGE_15-59,IDHM,LONG,LAT,GDP,GDP_CAPITA,CITY_STATE
0,4655.0,3233.0,10656.0,6896.0,0.69,-48.71881214,-16.18267186,287984.49,15628.4,Abadiânia - GO
1,7694.0,6667.0,18464.0,11979.0,0.698,-45.44619142,-19.15584769,430235.36,18250.42,Abaeté - MG
2,31061.0,19057.0,82956.0,53516.0,0.628,-48.88440382,-1.723469863,1249255.29,8222.36,Abaetetuba - PA
3,2791.0,1251.0,4538.0,2631.0,0.628,-39.04754664,-7.356976596,73151.46,6370.41,Abaiara - CE
4,2572.0,1193.0,3725.0,2319.0,0.603,-41.66160848,-13.25353189,64324.59,6982.7,Abaíra - BA
5,4332.0,2379.0,8994.0,5386.0,0.575,-39.11658794,-8.723418246,124754.26,6256.8,Abaré - BA
6,2499.0,1877.0,5685.0,3650.0,0.687,-50.31252658,-23.30049404,165048.21,21173.6,Abatiá - PR
7,848.0,234.0,724.0,479.0,0.69,-51.02527221,-27.60898712,64742.01,24739.02,Abdon Batista - SC
8,1880.0,1650.0,5998.0,3657.0,0.622,-48.39676213,-4.951390896,79657.59,11095.92,Abel Figueiredo - PA
9,4739.0,2694.0,9544.0,6068.0,0.696,-52.33648238,-26.56303102,604280.35,33982.7,Abelardo Luz - SC
10,3930.0,2202.0,7101.0,4512.0,0.654,-42.48098999,-20.30144528,187903.74,13689.62,Abre Campo - MG
11,760.0,445.0,1476.0,872.0,0.665,-49.16243756,-9.621790712,47378.25,18543.35,Abreulândia - TO
12,1264.0,834.0,2550.0,1581.0,0.63,-43.1482389,-20.36040893,36424.03,8969.23,Acaiaca - MG
13,27523.0,20612.0,78081.0,49197.0,0.672,-47.50666459,-4.951377,1999546.31,18088.4,Açailândia - MA
14,4116.0,3632.0,12727.0,7412.0,0.58,-38.01828637,-11.66261283,115158.46,7305.15,Acajutiba - BA
15,11833.0,3014.0,12590.0,7281.0,0.506,-48.20045643,-1.9634365,788.42,14578.7,Acará - PA
16,4186.0,2181.0,8189.0,5149.0,0.606,-38.70562377,-4.223138409,128390.92,7820.13,Acarape - CE
17,14680.0,7410.0,24117.0,15123.0,0.601,-40.11824147,-2.88531054,580727.43,9409.83,Acaraú - CE
18,3298.0,2721.0,8260.0,5217.0,0.679,-36.64373887,-6.442085089,108583.31,9576.94,Acari - RN
19,1877.0,266.0,901.0,558.0,0.528,-41.08363782,-8.220786663,42602.57,6128.98,Acauã - PI
20,1398.0,314.0,1059.0,684.0,0.687,-54.16473154,-31.8640153,250332.23,52913.18,Aceguá - RS
21,15041.0,7885.0,25159.0,15121.0,0.595,-39.45570528,-6.092761995,371701.24,6966.18,Acopiara - CE
22,1742.0,899.0,2926.0,1793.0,0.628,-56.37155257,-15.19788998,70836.99,13362.95,Acorizal - MT
23,3473.0,1679.0,5902.0,3484.0,0.604,-67.05231658,-10.07379389,227610.9,16119.75,Acrelândia - AC
24,6485.0,5636.0,16969.0,11256.0,0.69,-50.37497337,-17.39815622,614411.11,28048.9,Acreúna - GO
25,14880.0,11063.0,41739.0,27195.0,0.66,-36.91792322,-5.571945999,783.64,13571.24,Açu - RN
26,3061.0,1479.0,4790.0,2825.0,0.61,-42.54621088,-19.07671289,94656.19,9403.56,Açucena - MG
27,11335.0,10777.0,31695.0,20651.0,0.79,-51.07336475,-21.68831148,1152441.22,32838.7,Adamantina - SP
28,846.0,746.0,2190.0,1435.0,0.7,-50.16314668,-16.41500151,31964.19,12481.14,Adelândia - GO
29,1200.0,1081.0,3200.0,2079.0,0.73,-49.64972143,-21.23272978,86.47,23911.98,Adolfo - SP
30,1976.0,643.0,2050.0,1258.0,0.667,-48.99175454,-24.66168971,239080.34,37991.47,Adrianópolis - PR
31,4544.0,1704.0,5545.0,3498.0,0.546,-38.11550583,-10.52957157,101477.93,5881.41,Adustina - BA
32,2948.0,1602.0,5736.0,3492.0,0.585,-36.50914823,-5.498734268,84785.01,7565.36,Afonso Bezerra - RN
33,9859.0,5310.0,15757.0,10052.0,0.667,-41.12545972,-20.07704001,472476.75,14579.47,Afonso Cláudio - ES
34,1305.0,734.0,3230.0,1880.0,0.529,-43.320869,-4.135015477,35459.24,5522.39,Afonso Cunha - MA
35,4744.0,1681.0,5841.0,3616.0,0.588,-41.00579734,-8.511091284,150339.57,7820.0,Afrânio - PE
36,6748.0,1979.0,9408.0,5399.0,0.489,-50.39142759,-0.159171694,315991.25,8364.42,Afuá - PA
37,6882.0,5209.0,16935.0,10195.0,0.59,-35.94677684,-8.455973,220689.77,9024.69,Agrestina - PE
38,1536.0,1100.0,3594.0,2100.0,0.599,-42.6591832,-5.795501935,29519.49,5823.53,Agricolândia - PI
39,2952.0,1927.0,5951.0,3961.0,0.725,-49.82565339,-27.40051659,225.8,21655.48,Agrolândia - SC
40,1511.0,589.0,1858.0,1266.0,0.741,-49.71836889,-27.26971611,138390.31,25766.21,Agronômica - SC
41,6437.0,5251.0,16691.0,11228.0,0.73,-52.1589153,-14.0490868,899989.55,37449.63,Água Boa - MT
42,4170.0,2015.0,6987.0,4115.0,0.58,-42.38964323,-17.99105305,134247.7,9243.16,Água Boa - MG
43,4733.0,4203.0,14525.0,8658.0,0.639,-42.63513086,-5.893266338,174731.05,10237.35,Água Branca - PI
44,4734.0,1361.0,5090.0,3047.0,0.55,-37.94071518,-9.267025497,126227.79,6180.97,Água Branca - AL
45,2562.0,1209.0,4059.0,2336.0,0.57,-37.64220904,-7.511070151,75120.69,7385.05,Água Branca - PB
46,4468.0,2920.0,9397.0,6223.0,0.67,-52.87511755,-20.44885076,1117991.64,75878.35,Água Clara - MS
47,712.0,539.0,1499.0,1008.0,0.675,-48.10807677,-20.05931241,135.8,65891.69,Água Comprida - MG
48,2131.0,1145.0,3408.0,2134.0,0.698,-51.55909656,-27.00409166,317937.56,44510.37,Água Doce - SC
49,4610.0,1830.0,5753.0,3504.0,0.55,-38.7680778,-11.872931,138677.16,7955.78,Água Fria - BA
50,738.0,525.0,1422.0,897.0,0.722,-48.76124096,-18.07140606,43637.12,22038.95,Água Limpa - GO
51,796.0,521.0,1898.0,1234.0,0.616,-38.29082495,-6.204716719,24567.76,7594.36,Água Nova - RN
52,7840.0,4639.0,17049.0,10661.0,0.55,-35.51855735,-8.709122552,256148.56,7107.34,Água Preta - PE
53,1097.0,480.0,1446.0,928.0,0.75,-52.03463279,-28.17505475,283321.69,73762.48,Água Santa - RS
54,9899.0,8970.0,28182.0,18608.0,0.715,-46.97969311,-22.059684,764287.53,21719.5,Aguaí - SP
55,1353.0,791.0,2296.0,1484.0,0.66,-45.38946534,-20.9374322,64778.18,14702.27,Aguanil - MG
56,4233.0,462.0,22555.0,12817.0,0.526,-37.12195717,-9.1145895,313426.61,7317.75,Águas Belas - PE
57,5299.0,4149.0,14230.0,8500.0,0.645,-40.93522794,-17.08230432,222102.64,11470.47,Águas Formosas - MG
58,725.0,302.0,981.0,662.0,0.745,-52.85941945,-26.88022754,87.69,36583.79,Águas Frias - SC
59,1691.0,711.0,2318.0,1577.0,0.723,-48.8405384,-27.70659719,146.56,23615.37,Águas Mornas - SC
60,3474.0,2455.0,8932.0,5485.0,0.601,-41.4587883,-15.74531995,184041.19,13619.57,Águas Vermelhas - MG
61,5431.0,2410.0,6792.0,4458.0,0.69,-53.25869169,-29.64566336,423647.09,24771.79,Agudo - RS
62,10201.0,9769.0,32261.0,21424.0,0.745,-48.99015629,-22.474037,2562986.2,69828.53,Agudos - SP
63,2952.0,1014.0,3044.0,1971.0,0.68,-40.73663817,-18.98736137,165777.82,16454.37,Águia Branca - ES
64,1660.0,864.0,2699.0,1611.0,0.597,-38.17758184,-7.094805762,44348.09,7966.25,Aguiar - PB
65,1323.0,1067.0,4117.0,2486.0,0.657,-47.47045659,-6.547170821,134621.18,21344.72,Aguiarnópolis - TO
66,8242.0,6571.0,19057.0,11874.0,0.684,-41.07332746,-19.49195015,410.2,15959.36,Aimorés - MG
67,1376.0,786.0,2673.0,1625.0,0.583,-39.88577801,-14.12727749,49816.22,10498.68,Aiquara - BA
68,4451.0,1252.0,3939.0,2382.0,0.569,-40.12316008,-6.56329844,101673.89,5946.54,Aiuaba - CE
69,2028.0,1043.0,3042.0,1966.0,0.67,-44.60282446,-21.97589666,98628.59,15846.5,Aiuruoca - MG
70,2467.0,1430.0,4098.0,2662.0,0.753,-53.77281889,-28.23772901,263539.13,35748.66,Ajuricaba - RS
71,875.0,364.0,1099.0,716.0,0.649,-44.63809887,-22.17113566,31.44,11406.39,Alagoa - MG
72,8014.0,5137.0,17520.0,10422.0,0.58,-35.63389198,-7.036775,239656.56,8378.43,Alagoa Grande - PB
73,5435.0,2833.0,9794.0,5844.0,0.58,-35.75945654,-7.057798825,250857.3,12179.9,Alagoa Nova - PB
74,4108.0,2410.0,7769.0,4635.0,0.599,-36.77545601,-8.466270523,118970.85,8244.12,Alagoinha - PE
75,3703.0,2490.0,8998.0,5261.0,0.595,-35.54549135,-6.948140405,99.56,6925.74,Alagoinha - PB
76,41702.0,36764.0,123051.0,82616.0,0.68,-38.42261577,-12.13418259,3177574.83,20452.72,Alagoinhas - BA
77,1526.0,1135.0,3671.0,2328.0,0.71,-47.89358839,-23.55389889,87284.02,15426.66,Alambari - SP
78,6084.0,1683.0,6383.0,4111.0,0.573,-44.41701254,-2.403276525,117494.58,5422.74,Alcântara - MA
79,2859.0,976.0,3446.0,2156.0,0.6,-40.54463812,-3.586983769,59582.16,5230.63,Alcântaras - CE
80,1567.0,639.0,2062.0,1294.0,0.578,-36.06060433,-7.741477038,38957.06,7115.44,Alcantil - PB
81,1587.0,1071.0,3008.0,2014.0,0.711,-53.70808963,-18.32503398,157012.98,30702.58,Alcinópolis - MS
82,6068.0,3240.0,11788.0,7307.0,0.608,-39.19421432,-17.51893334,260134.12,11149.72,Alcobaça - BA
83,5795.0,3388.0,13620.0,7864.0,0.513,-43.46873485,-4.630779495,169251.79,6481.02,Aldeias Altas - MA
84,2473.0,806.0,2160.0,1312.0,0.672,-54.76709622,-27.66107446,101174.25,14880.75,Alecrim - RS
85,9960.0,7198.0,20375.0,13224.0,0.721,-41.53648832,-20.76326514,487304.4,15145.44,Alegre - ES
86,25963.0,23062.0,69238.0,44427.0,0.74,-55.79587015,-29.78204321,1853527.89,23689.07,Alegrete - RS
87,1495.0,575.0,1585.0,956.0,0.695,-54.05736641,-27.83729996,106799.03,26144.19,Alegria - RS
88,11190.0,10495.0,31942.0,20557.0,0.726,-42.6959466,-21.87680371,820.38,22918.85,Além Paraíba - MG
89,12119.0,6674.0,27641.0,15393.0,0.564,-54.74086235,-1.951397505,659.49,11999.45,Alenquer - PA
90,3945.0,2732.0,9169.0,5534.0,0.606,-38.01928889,-6.417136338,118764.52,8581.87,Alexandria - RN
91,7426.0,6077.0,19118.0,12062.0,0.682,-48.50963639,-16.08616762,1400948.24,52951.89,Alexânia - GO
92,23238.0,21862.0,68964.0,45941.0,0.76,-45.9489182,-21.42817812,2294655.05,28964.87,Alfenas - MG
93,4584.0,2223.0,6541.0,4401.0,0.71,-40.76004965,-20.63034754,350113.64,23295.87,Alfredo Chaves - ES
94,1352.0,1135.0,2685.0,1680.0,0.741,-51.41293807,-21.95274112,74431.59,18074.69,Alfredo Marcondes - SP
95,1781.0,1183.0,4031.0,2669.0,0.675,-43.77388995,-21.13942346,93228.27,13896.0,Alfredo Vasconcelos - MG
96,2959.0,958.0,2862.0,1910.0,0.67,-49.3438123,-27.70539633,271764.91,27437.14,Alfredo Wagner - SC
97,5021.0,3166.0,11119.0,6865.0,0.58,-34.91198516,-7.432995302,864.0,44508.6,Alhandra - PB
98,10295.0,5665.0,22615.0,14170.0,0.604,-35.2285015,-7.604729808,320.14,8367.2,Aliança - PE
99,1983.0,1552.0,5067.0,3007.0,0.563,-39.63590318,-14.70604775,55433.72,9144.46,Almadina - BA
100,2090.0,1607.0,5933.0,3348.0,0.636,-47.17417168,-11.57452347,125459.14,17092.53,Almas - TO
101,7729.0,4813.0,19899.0,12220.0,0.642,-52.57683509,-1.527338803,589310.45,17706.58,Almeirim - PA
102,11571.0,9408.0,31551.0,20068.0,0.642,-40.69765118,-16.18061617,474544.34,11420.49,Almenara - MG
103,1436.0,1035.0,3468.0,2200.0,0.624,-37.7631253,-6.157420693,34.01,6974.73,Almino Afonso - RN
104,2215.0,1737.0,5617.0,3453.0,0.65,-41.98912911,-18.98683126,76613.17,10219.18,Alpercata - MG
105,2688.0,795.0,2143.0,1358.0,0.67,-53.03736605,-27.24876876,451.53,59940.16,Alpestre - RS
106,5625.0,4564.0,14884.0,9775.0,0.725,-46.38948253,-20.86185466,347427.29,17599.27,Alpinópolis - MG
107,15199.0,13203.0,39877.0,26872.0,0.71,-56.09161044,-9.871722597,1583783.3,31623.8,Alta Floresta - MT
108,7276.0,4306.0,13804.0,9023.0,0.64,-61.9998239,-11.9355403,477782.74,18732.17,Alta Floresta D'Oeste - RO
109,1186.0,947.0,2998.0,1946.0,0.687,-49.06011075,-20.52330488,200101.27,48984.4,Altair - SP
110,25619.0,22677.0,79622.0,50556.0,0.665,-52.21437631,-3.20565951,2472772.87,22492.43,Altamira - PA
111,2093.0,1567.0,4955.0,2798.0,0.602,-39.74582064,-6.997498351,45212.17,6099.04,Altaneira - CE
112,4560.0,3348.0,9956.0,6297.0,0.67,-46.14532056,-21.25586995,212751.84,14678.61,Alterosa - MG
113,7065.0,4186.0,12756.0,7632.0,0.598,-36.05969976,-8.4895925,139836.58,6110.14,Altinho - PE
114,4879.0,4301.0,13548.0,8787.0,0.73,-47.37328029,-21.02458264,462341.98,28541.39,Altinópolis - SP
115,1375.0,1096.0,3234.0,2037.0,0.7,-50.1635968,-21.58168946,102141.95,24529.77,Alto Alegre - SP
116,2169.0,1238.0,4766.0,2782.0,0.542,-61.31402239,2.993822948,248754.49,15495.83,Alto Alegre - RR
117,624.0,272.0,743.0,493.0,0.747,-52.99075528,-28.77474554,66046.33,36389.16,Alto Alegre - RS
118,5165.0,4503.0,13571.0,8980.0,0.7,-53.22026033,-17.31558994,897376.26,50298.54,Alto Araguaia - MT
119,678.0,219.0,605.0,399.0,0.755,-51.91103685,-27.43113788,48.85,24711.01,Alto Bela Vista - SC
120,1162.0,966.0,3158.0,1999.0,0.65,-51.37932207,-11.67674516,106461.92,16877.29,Alto Boa Vista - MT
121,1725.0,1325.0,3915.0,2543.0,0.66,-41.87308374,-20.44436112,87282.85,15184.91,Alto Caparaó - MG
122,1001.0,301.0,813.0,556.0,0.73,-51.31581567,-29.39013917,83124.6,27415.76,Alto Feliz - RS
123,3426.0,3125.0,9342.0,6062.0,0.701,-53.52845412,-16.94672218,586397.25,51515.18,Alto Garças - MT
124,1453.0,1241.0,3858.0,2590.0,0.72,-49.33274916,-14.19922681,392194.15,69673.86,Alto Horizonte - GO
125,2736.0,1510.0,4719.0,2949.0,0.66,-41.96717511,-20.42292711,103.91,12189.26,Alto Jequitibá - MG
126,3965.0,2024.0,6713.0,4169.0,0.585,-42.21032196,-5.250993011,86718.34,6176.52,Alto Longá - PI
127,3094.0,1940.0,6372.0,4028.0,0.638,-56.49444166,-14.51471181,108795.0,10060.57,Alto Paraguai - MT
128,5083.0,2434.0,3299.0,2181.0,0.625,-63.31762943,-9.716666738,287.09,13957.19,Alto Paraíso - RO
129,1101.0,596.0,1761.0,1083.0,0.68,-53.73289315,-23.50813074,83.35,27446.02,Alto Paraíso - PR
130,4311.0,3601.0,11190.0,7143.0,0.696,-52.32168244,-23.12712083,269870.11,18476.66,Alto Paraná - PR
131,2657.0,1769.0,6963.0,4045.0,0.633,-45.92734401,-9.108365932,184857.72,16837.39,Alto Parnaíba - MA
132,3252.0,2706.0,8252.0,5201.0,0.68,-53.44124908,-24.01901256,252997.7,24675.48,Alto Piquiri - PR
133,3608.0,1590.0,4991.0,3159.0,0.62,-43.41887066,-21.02214615,133934.85,11358.11,Alto Rio Doce - MG
134,2302.0,1386.0,4256.0,2698.0,0.664,-41.01868434,-19.05749961,85451.41,10709.54,Alto Rio Novo - ES
135,4609.0,2340.0,8036.0,5091.0,0.601,-38.27277815,-5.52208174,133550.89,7889.81,Alto Santo - CE
136,2425.0,2187.0,7234.0,4850.0,0.705,-53.28199312,-17.83474365,1038520.17,104237.7,Alto Taquari - MT
137,6676.0,4968.0,14996.0,9431.0,0.721,-53.89197386,-23.87088141,334561.16,15299.82,Altônia - PR
138,10392.0,7448.0,27332.0,16996.0,0.614,-42.46094804,-5.036546434,346461.52,8706.16,Altos - PI
139,4990.0,4181.0,14076.0,9421.0,0.77,-47.25905692,-23.53337305,1808351.17,99392.72,Alumínio - SP
140,2335.0,1367.0,7848.0,4166.0,0.527,-64.81353468,-3.216583769,147946.14,9405.95,Alvarães - AM
141,1405.0,694.0,2109.0,1282.0,0.59,-41.72644227,-19.41446969,37584.77,8853.89,Alvarenga - MG
142,1428.0,977.0,2648.0,1667.0,0.728,-49.91118481,-20.31987625,94952.88,24830.77,Álvares Florence - SP
143,7431.0,6646.0,20257.0,13165.0,0.758,-51.46879727,-22.077779,470.53,19024.25,Álvares Machado - SP
144,912.0,824.0,2688.0,1685.0,0.722,-49.76303303,-22.44501015,47168.6,14823.57,Alvinlândia - SP
145,4647.0,3515.0,11344.0,7124.0,0.68,-43.06608324,-20.11476348,268755.37,17217.97,Alvinópolis - MG
146,60221.0,60221.0,194483.0,126085.0,0.7,-51.07772945,-29.99749306,2523139.61,12166.04,Alvorada - RS
147,2605.0,2398.0,7699.0,4885.0,0.708,-49.12681141,-12.47881532,270979.04,31782.67,Alvorada - TO
148,5051.0,2702.0,8763.0,5653.0,0.643,-62.27727487,-11.34413002,243560.14,14410.14,Alvorada D'Oeste - RO
149,1022.0,309.0,1218.0,712.0,0.484,-61.42059017,3.652118445,139171.37,12332.42,Amajari - RR
150,9056.0,7341.0,22526.0,14516.0,0.67,-55.24382769,-23.10058224,877582.23,23076.05,Amambai - MS
151,1784.0,1528.0,6353.0,3707.0,0.642,-50.79321447,2.053921245,143556.38,16519.72,Amapá - AP
152,1646.0,1313.0,4324.0,2786.0,0.669,-52.78678735,-23.09737029,102759.59,17072.54,Amaporã - PR
153,6189.0,4648.0,15319.0,9478.0,0.58,-35.45077292,-8.378487,187137.9,8249.41,Amaraji - PE
154,2117.0,658.0,1866.0,1174.0,0.624,-52.2512704,-30.8751476,110247.62,16172.45,Amaral Ferrador - RS
155,4870.0,2587.0,8738.0,5350.0,0.598,-42.85369282,-6.246610772,124.66,7198.74,Amarante - PI
156,10418.0,7720.0,24819.0,15437.0,0.625,-39.5981225,-13.03445136,338286.05,8892.67,Amargosa - BA
157,1429.0,952.0,4868.0,2813.0,0.56,-68.20961464,-3.366805188,66231.61,5995.44,Amaturá - AM
158,7169.0,5663.0,19897.0,12788.0,0.67,-38.75555692,-12.4001884,280400.08,10611.57,Amélia Rodrigues - BA
159,4343.0,2919.0,10815.0,6374.0,0.561,-41.43716328,-11.44964586,120759.14,7196.18,América Dourada - BA
160,67721.0,67445.0,208976.0,143893.0,0.81,-47.33036293,-22.7408835,10287915.38,44417.02,Americana - SP
161,10290.0,10215.0,34097.0,23299.0,0.75,-48.10660456,-21.7300365,837641.06,21643.91,Américo Brasiliense - SP
162,9807.0,4252.0,15906.0,9453.0,0.606,-39.82882279,-3.364877803,421576.03,9917.57,Amontada - CE
163,1312.0,806.0,2161.0,1384.0,0.68,-51.09716707,-16.61791212,54682.37,15863.76,Amorinópolis - GO
164,20542.0,16499.0,52531.0,35339.0,0.785,-46.76508569,-22.69938863,3443771.11,48680.71,Amparo - SP
165,636.0,340.0,1062.0,641.0,0.606,-37.06477525,-7.567211522,21978.79,9860.38,Amparo - PB
166,5505.0,4230.0,12190.0,7915.0,0.71,-53.47325674,-25.91706847,526160.29,28076.86,Ampére - PR
167,4670.0,2513.0,10654.0,6518.0,0.568,-36.30081357,-9.684083785,140491.58,7878.62,Anadia - AL
168,7252.0,1486.0,4904.0,3121.0,0.54,-41.12711317,-14.61132559,160375.82,8089.98,Anagé - BA
169,4856.0,1934.0,9443.0,5162.0,0.484,-49.94500104,-0.984451394,189224.52,6755.12,Anajás - PA
170,6503.0,1866.0,7005.0,4420.0,0.581,-44.62067003,-3.257554842,173717.07,6404.32,Anajatuba - MA
171,1385.0,1113.0,3376.0,2137.0,0.754,-47.66076642,-22.1287855,142576.73,29771.71,Analândia - SP
172,1807.0,809.0,4149.0,2359.0,0.594,-61.40590348,-3.576370427,95317.69,7533.21,Anamã - AM
173,2644.0,2191.0,8101.0,4832.0,0.67,-48.07976461,-6.362818154,108866.3,11111.07,Ananás - TO
174,125942.0,125625.0,461048.0,311512.0,0.718,-48.37206665,-1.368713568,6710.89,13137.13,Ananindeua - PA
175,104418.0,102621.0,301151.0,201477.0,0.737,-48.9572179,-16.32882574,13118758.94,35372.45,Anápolis - GO
176,5036.0,2438.0,9803.0,5902.0,0.55,-51.2016218,-3.476104635,309.6,11784.93,Anapu - PA
177,3333.0,1747.0,7158.0,4323.0,0.581,-43.10579251,-3.667034662,133576.75,8618.41,Anapurus - MA
178,7382.0,6019.0,19029.0,11948.0,0.66,-55.8045706,-20.4823602,412377.61,16593.34,Anastácio - MS
179,2753.0,1447.0,4303.0,2766.0,0.67,-52.71816936,-22.18265027,213340.21,24011.28,Anaurilândia - MS
180,7347.0,5634.0,17595.0,11795.0,0.73,-40.64765894,-20.80561322,713452.92,25397.92,Anchieta - ES
181,1981.0,869.0,2580.0,1701.0,0.7,-53.33327018,-26.53568086,138439.73,23428.62,Anchieta - SC
182,3761.0,2218.0,7730.0,4532.0,0.555,-41.3246418,-12.80135065,95.03,6920.19,Andaraí - BA
183,6664.0,6278.0,19308.0,12497.0,0.725,-50.2264076,-23.05175165,685604.72,32926.94,Andirá - PR
184,4625.0,2055.0,6199.0,4020.0,0.588,-39.8323357,-10.34424004,172216.41,11074.3,Andorinha - BA
185,12232.0,9405.0,27784.0,18664.0,0.73,-46.575583,-22.07280734,854.89,21156.97,Andradas - MG
186,18106.0,16890.0,49207.0,32179.0,0.779,-51.37884779,-20.90146352,3109727.1,54270.98,Andradina - SP
187,3972.0,3226.0,9735.0,6233.0,0.7,-44.31769904,-21.7369682,195340.53,15618.5,Andrelândia - MG
188,7052.0,5059.0,15904.0,10446.0,0.72,-48.40675962,-23.483987,834416.92,34197.41,Angatuba - SP
189,2114.0,1119.0,4036.0,2347.0,0.597,-42.26645049,-17.72778983,79875.04,9394.85,Angelândia - MG
190,3038.0,2542.0,6758.0,4364.0,0.7,-53.76973048,-22.15606252,627.51,60899.26,Angélica - MS
191,3002.0,1850.0,5990.0,3457.0,0.57,-36.28481436,-8.890374208,110369.44,10065.61,Angelim - PE
192,3801.0,1806.0,6516.0,3991.0,0.625,-44.69582348,-12.00668277,143722.31,9772.37,Angical - BA
193,844.0,507.0,1934.0,1176.0,0.648,-47.86207784,-6.38775275,44020.51,12943.4,Angico - TO
194,3277.0,2865.0,10029.0,6356.0,0.624,-36.60543287,-5.660365329,119327.95,10020.82,Angicos - RN
195,2534.0,1183.0,4296.0,2662.0,0.589,-39.24849892,-12.14958707,61804.52,5420.5,Anguera - BA
196,929.0,737.0,2246.0,1448.0,0.721,-51.91736468,-23.19290387,90188.24,30376.64,Ângulo - PR
197,353.0,333.0,950.0,621.0,0.725,-48.21740369,-18.33436603,15935.31,14291.76,Anhanguera - GO
198,1799.0,1335.0,4223.0,2649.0,0.721,-48.12692683,-22.78632094,128697.88,20118.47,Anhembi - SP
199,1156.0,953.0,3038.0,1953.0,0.741,-51.38607442,-22.29323718,68007.1,16891.98,Anhumas - SP
200,6830.0,5829.0,16804.0,11465.0,0.71,-49.95906802,-16.46074062,408657.46,18907.07,Anicuns - GO
201,2709.0,1465.0,4531.0,2917.0,0.688,-51.13119387,-27.68377729,139115.71,18048.22,Anita Garibaldi - SC
202,2981.0,2063.0,9976.0,5826.0,0.561,-61.65895538,-3.745385586,177193.02,8972.25,Anori - AM
203,1939.0,828.0,2313.0,1538.0,0.74,-52.01582344,-28.97088436,187360.61,30141.67,Anta Gorda - RS
204,4646.0,1755.0,6313.0,4059.0,0.59,-38.33104168,-10.41270217,112594.55,5809.23,Antas - BA
205,5819.0,4957.0,15510.0,9361.0,0.687,-48.71290006,-25.43016613,525245.82,27049.43,Antonina - PR
206,871.0,633.0,2203.0,1384.0,0.62,-44.19653532,-7.219355834,45887.49,14759.57,Antônio Almeida - PI
207,2898.0,903.0,3218.0,2080.0,0.561,-39.11866154,-12.43483891,90897.52,7450.62,Antônio Cardoso - BA
208,3470.0,2495.0,7825.0,5167.0,0.68,-43.75564101,-21.31858037,140912.64,12164.42,Antônio Carlos - MG
209,2878.0,1401.0,4662.0,2944.0,0.645,-42.86954521,-19.65146667,144724.61,14981.84,Antônio Dias - MG
210,3092.0,1659.0,5770.0,3487.0,0.598,-40.2756587,-10.57579779,63538.81,5299.76,Antônio Gonçalves - BA
211,2241.0,1949.0,6065.0,3649.0,0.643,-55.94808151,-22.19468539,200144.37,22889.34,Antônio João - MS
212,2095.0,1167.0,3774.0,2332.0,0.578,-37.88573457,-6.216004455,49.75,6889.74,Antônio Martins - RN
213,2434.0,221.0,677.0,431.0,0.66,-50.19794724,-25.98670578,165597.94,21840.93,Antônio Olinto - PR
214,4247.0,3180.0,6081.0,4040.0,0.758,-51.28357692,-28.85543762,513673.86,38633.71,Antônio Prado - RS
215,10341.0,10161.0,34084.0,22928.0,0.755,-45.22942934,-22.848154,1115003.39,30760.41,Aparecida - SP
216,2209.0,1056.0,3635.0,2196.0,0.578,-38.08333825,-6.783695142,72523.19,8687.49,Aparecida - PB
217,3459.0,3000.0,8854.0,5824.0,0.69,-42.10491665,-21.61942177,168019.21,15055.48,Aperibé - RJ
218,2458.0,1772.0,5211.0,3235.0,0.67,-41.56337976,-21.15644789,93282.47,11766.2,Apiacá - ES
219,2527.0,1864.0,4709.0,3167.0,0.675,-57.39540224,-9.565495169,132.49,13872.22,Apiacás - MT
220,7582.0,5522.0,18138.0,11415.0,0.71,-48.8486599,-24.513316,614358.91,24498.9,Apiaí - SP
221,3401.0,2085.0,9097.0,5493.0,0.568,-45.07665207,-1.530591578,103720.18,5708.63,Apicum-Açu - MA
222,3028.0,1385.0,3607.0,2495.0,0.708,-49.39163763,-27.0418126,386749.04,37073.34,Apiúna - SC
223,10026.0,5176.0,17487.0,11841.0,0.639,-37.79778448,-5.663769819,419633.5,11573.86,Apodi - RN
224,5183.0,2519.0,8471.0,5008.0,0.55,-38.07999535,-11.65539429,118.23,6150.25,Aporá - BA
225,2141.0,1474.0,5112.0,3094.0,0.552,-39.74213212,-13.85322885,67914.37,8768.8,Apuarema - BA
226,38514.0,36467.0,107880.0,71202.0,0.748,-51.45998514,-23.55159299,2965782.43,22541.31,Apucarana - PR
227,4614.0,2721.0,10540.0,6569.0,0.637,-59.8856661,-7.197870152,185275.03,8809.62,Apuí - AM
228,3890.0,1653.0,5766.0,3528.0,0.618,-39.43042278,-3.948018519,92920.09,6345.27,Apuiarés - CE
229,5994.0,3520.0,11422.0,7072.0,0.578,-37.02218086,-10.29251809,233416.95,10880.89,Aquidabã - SE
230,12472.0,10970.0,35080.0,21842.0,0.688,-55.79061609,-20.47465435,878711.16,18568.37,Aquidauana - MS
231,19694.0,18508.0,27233.0,17652.0,0.64,-38.38980296,-3.9061945,2144231.95,27336.65,Aquiraz - CE
232,1343.0,445.0,1303.0,801.0,0.733,-52.14859926,-27.1574037,106726.51,24947.76,Arabutã - SC
233,5017.0,2043.0,6774.0,4090.0,0.55,-35.38329909,-6.851696617,141731.72,8307.35,Araçagi - PB
234,719.0,561.0,1783.0,1136.0,0.695,-44.24692371,-19.20036386,45.3,19185.42,Araçaí - MG
